transcode-worker-1  | {"jobId":"1","startedAt":1782929669124,"finishedAt":1782929729275,"durationMs":60151}
transcode-worker-1  | {"jobId":"2","startedAt":1782929729275,"finishedAt":1782929788285,"durationMs":59010}
transcode-worker-1  | {"jobId":"3","startedAt":1782929788285,"finishedAt":1782929847263,"durationMs":58978}
transcode-worker-1  | {"jobId":"4","startedAt":1782929847263,"finishedAt":1782929906229,"durationMs":58966}
transcode-worker-1  | {"jobId":"5","startedAt":1782929906229,"finishedAt":1782929965143,"durationMs":58914}
transcode-worker-1  | {"jobId":"6","startedAt":1782929965143,"finishedAt":1782930024904,"durationMs":59761}
transcode-worker-1  | {"jobId":"7","startedAt":1782930024904,"finishedAt":1782930084340,"durationMs":59436}
transcode-worker-1  | {"jobId":"8","startedAt":1782930084340,"finishedAt":1782930143076,"durationMs":58736}
transcode-worker-1  | {"jobId":"9","startedAt":1782930143076,"finishedAt":1782930202381,"durationMs":59305}
transcode-worker-1  | {"jobId":"10","startedAt":1782930202381,"finishedAt":1782930261456,"durationMs":59075}
transcode-worker-1  | {"jobId":"11","startedAt":1782930261456,"finishedAt":1782930320805,"durationMs":59349}
transcode-worker-1  | {"jobId":"12","startedAt":1782930320805,"finishedAt":1782930380074,"durationMs":59269}
transcode-worker-1  | {"jobId":"13","startedAt":1782930380074,"finishedAt":1782930439101,"durationMs":59027}
transcode-worker-1  | {"jobId":"14","startedAt":1782930439101,"finishedAt":1782930498094,"durationMs":58993}
transcode-worker-1  | {"jobId":"15","startedAt":1782930498094,"finishedAt":1782930557162,"durationMs":59068}
transcode-worker-1  | {"jobId":"16","startedAt":1782930557162,"finishedAt":1782930616258,"durationMs":59096}
transcode-worker-1  | {"jobId":"17","startedAt":1782930616258,"finishedAt":1782930675242,"durationMs":58984}
transcode-worker-1  | {"jobId":"18","startedAt":1782930675242,"finishedAt":1782930734335,"durationMs":59093}
transcode-worker-1  | {"jobId":"19","startedAt":1782930734335,"finishedAt":1782930793372,"durationMs":59037}
transcode-worker-1  | {"jobId":"20","startedAt":1782930793372,"finishedAt":1782930852896,"durationMs":59524}
transcode-worker-1  | {"jobId":"21","startedAt":1782930852896,"finishedAt":1782930912772,"durationMs":59876}
transcode-worker-1  | {"jobId":"22","startedAt":1782930912772,"finishedAt":1782930972656,"durationMs":59884}
transcode-worker-1  | {"jobId":"23","startedAt":1782930972656,"finishedAt":1782931032527,"durationMs":59871}
transcode-worker-1  | {"jobId":"24","startedAt":1782931032527,"finishedAt":1782931092315,"durationMs":59788}
